store_id,context_len,mae_all,mae_open,mae_closed,n_open,n_closed
599,512,672.2156901041667,704.1343524639423,464.744384765625,26,4
600,512,884.71328125,925.2584510216346,621.169677734375,26,4
601,512,393.9593994140625,398.32970252403845,365.55242919921875,26,4
602,512,621.8095865885417,643.6226524939904,480.024658203125,26,4
603,512,592.4948567708333,589.8602576622596,609.6197509765625,26,4
605,512,1028.574365234375,1111.4213303786057,490.069091796875,26,4
606,512,369.52007649739585,386.12345064603363,261.59814453125,26,4
607,512,406.29461263020835,430.50365271935095,248.93585205078125,26,4
608,512,910.5837565104167,983.0820688100962,439.3447265625,26,4
609,512,342.9228190104167,355.3051194411058,262.4378662109375,26,4
610,512,374.18701985677086,395.0857684795673,238.34515380859375,26,4
613,512,335.567333984375,347.8898737980769,255.4708251953125,26,4
614,512,532.2758951822917,553.5303297776443,394.1220703125,26,4
615,512,647.244140625,693.4368802584135,346.9913330078125,26,4
616,512,882.2009114583333,937.1535081129807,525.009033203125,26,4
617,512,597.80283203125,633.3012883112981,367.0628662109375,26,4
618,512,689.3085123697916,705.4532189002404,584.367919921875,26,4
621,512,571.263818359375,600.5414287860577,380.9593505859375,26,4
622,512,498.79108072916665,516.3899958683894,384.39813232421875,26,4
623,512,662.351806640625,716.1418832632212,312.71630859375,26,4
624,512,552.2423828125,582.4461388221154,355.91796875,26,4
625,512,515.244580078125,554.7604417067307,258.3914794921875,26,4
626,512,945.6039225260416,991.4319035456731,647.7220458984375,26,4
627,512,797.81240234375,828.3256272536057,599.4764404296875,26,4
628,512,810.1564534505209,886.6168588491587,313.163818359375,26,4
630,512,548.872607421875,605.2020169771635,182.7314453125,26,4
631,512,533.734765625,545.2638972355769,458.79541015625,26,4
632,512,629.436474609375,649.0381610576923,502.0255126953125,26,4
634,512,493.48986002604164,507.38192983774036,403.19140625,26,4
635,512,523.5629557291667,552.893310546875,332.9156494140625,26,4
639,512,421.0385335286458,454.6247370793269,202.72821044921875,26,4
640,512,1235.7160807291666,1221.2848369891826,1329.5191650390625,26,4
641,512,578.4685709635417,625.4402606670673,273.152587890625,26,4
642,512,271.2463053385417,287.8524827223558,163.30615234375,26,4
643,512,846.08720703125,919.9942533052885,365.69140625,26,4
645,512,1285.2415852864583,1351.5452035757212,854.26806640625,26,4
647,512,685.1697428385417,718.9075364332932,465.87408447265625,26,4
648,512,662.35966796875,716.4342698317307,310.874755859375,26,4
649,512,290.1796915690104,300.0623450646034,225.94244384765625,26,4
651,512,527.6388346354166,555.0504807692307,349.463134765625,26,4
652,512,564.4822916666667,562.3775165264423,578.163330078125,26,4
653,512,539.3913492838542,566.7581223707932,361.50732421875,26,4
654,512,490.13538411458336,494.2002704326923,463.713623046875,26,4
655,512,993.451708984375,1037.0226675180288,710.240478515625,26,4
656,512,353.8719970703125,380.74373685396637,179.2056884765625,26,4
657,512,961.8093424479167,1066.3082369290864,282.5665283203125,26,4
658,512,605.4737630208333,636.6611703725962,402.755615234375,26,4
659,512,446.46520182291664,477.52749399038464,244.560302734375,26,4
661,512,818.668359375,848.8503793569712,622.4852294921875,26,4
662,512,1261.9987223307292,1304.967050405649,982.70458984375,26,4
663,512,496.12333984375,503.6841383713942,446.9781494140625,26,4
664,512,491.946044921875,503.5134934645433,416.75762939453125,26,4
665,512,558.8064615885417,586.8196927584135,376.720458984375,26,4
666,512,854.6264241536459,904.4967228816106,530.469482421875,26,4
667,512,739.1093424479167,757.2579815204327,621.1431884765625,26,4
668,512,894.9239583333333,958.0897686298077,484.34619140625,26,4
672,512,611.8937662760417,613.1422213040865,603.77880859375,26,4
673,512,882.7327473958334,894.8402756911057,804.0338134765625,26,4
674,512,670.5461263020833,712.4507774939904,398.1658935546875,26,4
675,512,431.24317626953126,477.2356661283053,132.2919921875,26,4
676,512,522.3098470052083,522.3098470052083,,30,0
678,512,930.7920572916667,988.3081993689904,556.9371337890625,26,4
679,512,680.7066569010417,699.8198993389423,556.4705810546875,26,4
680,512,668.3611165364583,734.7444411057693,236.8695068359375,26,4
681,512,551.5043050130208,610.5428842397837,167.7535400390625,26,4
682,512,612.7807454427083,612.7807454427083,,30,0
683,512,787.1054036458333,817.0409405048077,592.5244140625,26,4
685,512,636.7508138020834,690.4378192608173,287.7852783203125,26,4
686,512,440.0711181640625,450.9445143479567,369.39404296875,26,4
687,512,706.9729817708334,743.5089017427885,469.489501953125,26,4
688,512,354.8923746744792,382.7224308894231,173.99700927734375,26,4
689,512,643.308544921875,694.6799504206731,309.3944091796875,26,4
690,512,484.05719401041665,516.3971322866587,273.84759521484375,26,4
691,512,899.7117513020834,975.9813889723557,403.9591064453125,26,4
692,512,834.738671875,896.3405386117788,434.3265380859375,26,4
693,512,598.2739420572917,617.140380859375,475.64208984375,26,4
695,512,676.0450927734375,720.1346623347356,389.462890625,26,4
696,512,952.9249837239583,1020.4955115685096,513.716552734375,26,4
697,512,1219.6352376302084,1250.7586388221155,1017.3331298828125,26,4
698,512,1667.7486653645833,1824.0096153846155,652.052490234375,26,4
699,512,729.1893391927083,782.8700420673077,380.2647705078125,26,4
700,512,471.8545654296875,498.6883075420673,297.43524169921875,26,4
703,512,266.9569864908854,285.389164851262,147.1478271484375,26,4
704,512,900.3523763020834,910.1774526742788,836.4893798828125,26,4
705,512,913.2944010416667,977.6555551382212,494.9468994140625,26,4
707,512,779.6018391927083,830.4861215444712,448.85400390625,26,4
708,512,493.06226399739586,529.0980881911057,258.82940673828125,26,4
709,512,945.82451171875,1008.4198279747596,538.9549560546875,26,4
713,512,1250.7381022135417,1316.0017841045674,826.524169921875,26,4
714,512,433.42162272135414,431.3521259014423,446.87335205078125,26,4
715,512,591.3260823567708,625.1813495342548,371.266845703125,26,4
717,512,585.0548177083333,615.2099045973557,389.0467529296875,26,4
718,512,553.17568359375,544.4930889423077,609.612548828125,26,4
720,512,737.6749674479166,765.0923414963943,559.4620361328125,26,4
721,512,761.3775553385417,818.3079552283654,391.3299560546875,26,4
722,512,1747.3870930989583,1930.8846341646636,554.653076171875,26,4
723,512,727.7548502604167,727.8444260817307,727.172607421875,26,4
724,512,553.7005859375,595.7637094350962,280.290283203125,26,4
725,512,584.6622314453125,622.530038686899,338.521484375,26,4
726,512,749.3102864583333,718.2159517728365,951.4234619140625,26,4
727,512,418.29173177083334,452.5073711688702,195.89007568359375,26,4
728,512,486.28025716145834,508.82248159555286,339.75579833984375,26,4
729,512,1047.765087890625,1081.4681302584136,828.6953125,26,4
730,512,686.8709147135417,736.8688025841346,361.8846435546875,26,4
731,512,867.5056315104167,889.1324744591346,726.93115234375,26,4
732,512,1161.5922037760417,1161.5922037760417,,30,0
733,512,840.2430013020834,840.2430013020834,,30,0
734,512,551.9354166666667,595.297128530649,270.08428955078125,26,4
735,512,422.94756673177085,431.8568678635817,365.037109375,26,4
737,512,812.8173665364583,890.31884765625,309.0577392578125,26,4
738,512,793.5963216145833,813.7901705228365,662.3363037109375,26,4
740,512,1074.927685546875,1132.369610126202,701.55517578125,26,4
741,512,850.7725423177084,861.8142277644231,779.0015869140625,26,4
742,512,734.29619140625,737.7709773137019,711.7100830078125,26,4
743,512,364.8194091796875,385.2389385516827,232.09246826171875,26,4
745,512,746.8177327473958,794.5490253155048,436.5643310546875,26,4
746,512,656.1248046875,657.0653545673077,650.01123046875,26,4
747,512,716.4990559895833,744.1848895733173,536.5411376953125,26,4
748,512,514.9779378255208,544.827401968149,320.9564208984375,26,4
749,512,580.5113525390625,631.0336256760818,252.1165771484375,26,4
751,512,544.9514973958334,584.5165452223557,287.7786865234375,26,4
752,512,499.0045166015625,517.0527625450721,381.69091796875,26,4
753,512,1043.497412109375,1095.567364032452,705.042724609375,26,4
754,512,658.5381673177084,681.9097243088943,506.623046875,26,4
755,512,811.4264811197917,814.4495192307693,791.7767333984375,26,4
756,512,1711.4052083333333,1855.3916391225962,775.493408203125,26,4
757,512,470.77740885416665,451.64075646033655,595.1656494140625,26,4
758,512,458.64441731770836,490.61483060396637,250.83673095703125,26,4
759,512,712.3684651692708,764.6735370342548,372.385498046875,26,4
760,512,829.3680826822916,908.1537710336538,317.2611083984375,26,4
761,512,846.5794270833334,878.3018704927885,640.383544921875,26,4
